@RELATION 'ALOI, without duplicates'

@ATTRIBUTE 'att1' real
@ATTRIBUTE 'att2' real
@ATTRIBUTE 'att3' real
@ATTRIBUTE 'att4' real
@ATTRIBUTE 'att5' real
@ATTRIBUTE 'att6' real
@ATTRIBUTE 'att7' real
@ATTRIBUTE 'att8' real
@ATTRIBUTE 'att9' real
@ATTRIBUTE 'att10' real
@ATTRIBUTE 'att11' real
@ATTRIBUTE 'att12' real
@ATTRIBUTE 'att13' real
@ATTRIBUTE 'att14' real
@ATTRIBUTE 'att15' real
@ATTRIBUTE 'att16' real
@ATTRIBUTE 'att17' real
@ATTRIBUTE 'att18' real
@ATTRIBUTE 'att19' real
@ATTRIBUTE 'att20' real
@ATTRIBUTE 'att21' real
@ATTRIBUTE 'att22' real
@ATTRIBUTE 'att23' real
@ATTRIBUTE 'att24' real
@ATTRIBUTE 'att25' real
@ATTRIBUTE 'att26' real
@ATTRIBUTE 'att27' real
@ATTRIBUTE 'outlier' {'yes','no'}
@ATTRIBUTE 'id' real

@DATA
0.87281177662037,4.52112268518518E-6,0.0,3.61689814814815E-5,0.0,0.0,0.0,0.0,0.0,0.0503268771701389,4.52112268518518E-6,0.0,0.00563105830439815,0.00416395399305556,0.0,2.26056134259259E-6,2.03450520833333E-5,0.0,0.0142121491608796,1.03985821759259E-4,0.0,0.0254900896990741,0.00493706597222222,1.1302806712963E-5,5.42534722222222E-5,0.0068042896412037,0.0153853804976852,'yes',1.0
0.975206163194444,0.0,0.0,6.51041666666667E-4,0.0,0.0,0.0,0.0,0.0,0.00703938802083333,0.0,0.0,0.00999620225694444,4.70196759259259E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0048534252025463,0.00158239293981481,0.0,0.0,2.01189959490741E-4,0.0,'yes',2.0
0.963776765046296,0.0,0.0,0.00200511791087963,0.0,0.0,0.0,0.0,0.0,0.00664152922453704,2.26056134259259E-6,0.0,0.0123517071759259,6.7138671875E-4,0.0,0.0,6.78168402777778E-6,0.0,0.0,0.0,0.0,0.00782832392939815,0.00252278645833333,0.0,3.93337673611111E-4,0.00380000361689815,0.0,'yes',3.0
0.973246256510417,0.0,0.0,5.56098090277778E-4,0.0,0.0,0.0,0.0,0.0,0.00897894965277778,2.26056134259259E-6,0.0,0.0124330873842593,2.14753327546296E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00439227068865741,1.69542100694444E-4,0.0,0.0,6.78168402777778E-6,0.0,'yes',4.0
0.960720486111111,0.0,0.0,6.55562789351852E-4,0.0,0.0,0.0,0.0,0.0,0.0133192274305556,0.0,0.0,0.0138911494502315,2.05711082175926E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0102991174768519,5.60619212962963E-4,0.0,8.36407696759259E-5,2.64485677083333E-4,0.0,'yes',5.0
0.978832103587963,0.00437870732060185,6.78168402777778E-6,2.71267361111111E-4,0.00118001302083333,4.52112268518518E-6,0.0,0.0,0.0,9.72041377314815E-5,1.78584346064815E-4,0.0,2.39619502314815E-4,0.0105048285590278,6.55562789351852E-5,0.0,6.37478298611111E-4,6.78168402777778E-5,2.26056134259259E-6,0.0,0.0,0.0,1.85366030092593E-4,2.03450520833333E-5,2.26056134259259E-6,0.00214301215277778,0.00118227358217593,'yes',6.0
0.939934624565972,0.0340033637152778,7.55027488425926E-4,7.2337962962963E-5,0.00341344762731481,0.00122748480902778,0.0,0.0,0.0,1.1302806712963E-5,1.9214771412037E-4,0.0,1.10767505787037E-4,0.00709364149305556,0.00149197048611111,0.0,0.0011890552662037,5.4931640625E-4,0.0,0.0,0.0,0.0,4.9732349537037E-5,5.19929108796296E-5,0.0,0.0017994068287037,0.00805438006365741,'yes',7.0
0.783989800347222,0.163436324508102,0.0147524233217593,2.91612413194444E-4,0.00200737847222222,0.0128038194444444,0.0,4.52112268518518E-6,0.00129078052662037,4.52112268518518E-6,3.20999710648148E-4,2.12492766203704E-4,6.39738859953704E-4,0.0051563404224537,0.00268780743634259,2.26056134259259E-6,3.63950376157407E-4,0.00188304759837963,0.0,0.0,0.0,0.0,6.78168402777778E-6,3.72992621527778E-4,0.0,3.95598234953704E-4,0.00937680844907407,'yes',8.0
0.964348687065972,0.0183670609085648,2.48661747685185E-5,2.19274450231481E-4,0.00223117404513889,5.65140335648148E-5,0.0,0.0,0.0,3.39084201388889E-5,1.37894241898148E-4,0.0,7.73111979166667E-4,0.00929768880208333,2.5318287037037E-4,0.0,7.55027488425926E-4,1.40154803240741E-4,0.0,0.0,0.0,0.0,1.53718171296296E-4,4.52112268518518E-6,0.0,0.00179036458333333,0.00141285083912037,'yes',9.0
0.923647280092593,2.26056134259259E-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0603298611111111,6.103515625E-5,0.0,0.0028370044849537,0.00212266710069444,1.35633680555556E-5,0.0,1.80844907407407E-5,2.26056134259259E-6,0.00814480251736111,3.02915219907407E-4,1.35633680555556E-5,3.54908130787037E-4,9.6752025462963E-4,6.55562789351852E-5,4.29506655092593E-5,8.544921875E-4,2.19274450231481E-4,'yes',10.0
