@RELATION 'ALOI, with normalization'

@ATTRIBUTE 'att1' real
@ATTRIBUTE 'att2' real
@ATTRIBUTE 'att3' real
@ATTRIBUTE 'att4' real
@ATTRIBUTE 'att5' real
@ATTRIBUTE 'att6' real
@ATTRIBUTE 'att7' real
@ATTRIBUTE 'att8' real
@ATTRIBUTE 'att9' real
@ATTRIBUTE 'att10' real
@ATTRIBUTE 'att11' real
@ATTRIBUTE 'att12' real
@ATTRIBUTE 'att13' real
@ATTRIBUTE 'att14' real
@ATTRIBUTE 'att15' real
@ATTRIBUTE 'att16' real
@ATTRIBUTE 'att17' real
@ATTRIBUTE 'att18' real
@ATTRIBUTE 'att19' real
@ATTRIBUTE 'att20' real
@ATTRIBUTE 'att21' real
@ATTRIBUTE 'att22' real
@ATTRIBUTE 'att23' real
@ATTRIBUTE 'att24' real
@ATTRIBUTE 'att25' real
@ATTRIBUTE 'att26' real
@ATTRIBUTE 'att27' real
@ATTRIBUTE 'id' real
@ATTRIBUTE 'outlier' {'yes','no'}

@DATA
0.7849991593170598,1.8378467787140586E-5,0.0,9.282034621989139E-5,0.0,0.0,0.0,0.0,0.0,0.13981134919239369,3.1092593744170135E-5,0.0,0.019531586912033373,0.01425862135696869,0.0,1.261877421227302E-5,2.393999042400383E-4,0.0,0.048171446522568634,0.0011890299066870007,0.0,0.11572843434084261,0.023449327335001127,2.0043293513990215E-4,2.2005831545359518E-4,0.034952042546273716,0.04691398872299654,1.0,'yes'
0.9580881341424269,0.0,0.0,0.001670766231958045,0.0,0.0,0.0,0.0,0.0,0.019555879323771005,0.0,0.0,0.034672291178246314,0.001610094051166931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022035202955816697,0.007515810043269592,0.0,0.0,0.001033465709839987,0.0,2.0,'yes'
0.9387677116610366,0.0,0.0,0.0051457279435652295,0.0,0.0,0.0,0.0,0.0,0.018450601622748624,1.5546296872085068E-5,0.0,0.04284246924421933,0.002299028524983551,0.0,0.0,7.979996808001276E-5,0.0,0.0,0.0,0.0,0.035541643146713195,0.011982348583269806,0.0,0.0015954227870385652,0.019519728744281102,0.0,3.0,'yes'
0.9547750791006222,0.0,0.0,0.0014271128231308301,0.0,0.0,0.0,0.0,0.0,0.02494410811625512,1.5546296872085068E-5,0.0,0.04312474027145064,7.35379494523358E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019941499461179246,8.052653617788848E-4,0.0,0.0,3.483592280359506E-5,0.0,4.0,'yes'
0.933601332864589,0.0,0.0,0.0016823687752355314,0.0,0.0,0.0,0.0,0.0,0.03700168303649928,0.0,0.0,0.04818209617601167,7.044161473855324E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04675937804690306,0.0026627441296155126,0.0,3.3925656965762594E-4,0.0013586009893402076,0.0,5.0,'yes'
0.9642174770340707,0.01779954605184566,7.93944847297941E-5,6.961525966491855E-4,0.008378005328539787,4.266848718878672E-5,0.0,0.0,0.0,2.700394383179683E-4,0.0012281574528947205,0.0,8.311313579588669E-4,0.03597166853736889,6.300238974581796E-4,0.0,0.0075011969995212,5.032459362890645E-4,7.662071977504156E-6,0.0,0.0,0.0,8.804234622115808E-4,3.607792832518239E-4,9.169096477233132E-6,0.011008151605936042,0.0036050567296689964,6.0,'yes'
0.8984646072482156,0.13822445622708435,0.00883925263325041,1.8564069243978278E-4,0.024235226141944597,0.011584494271755594,0.0,0.0,0.0,3.1399934688135845E-5,0.001321435234127231,0.0,3.8420223150928754E-4,0.024290745829624184,0.014338474907668911,0.0,0.013991594403362237,0.004076292083941423,0.0,0.0,0.0,0.0,2.3621117278847288E-4,9.2199150164355E-4,0.0,0.009243131517220558,0.024559879785488785,7.0,'yes'
0.6348531861883436,0.6643724212712386,0.17270946911554544,7.483640413978743E-4,0.014252238949699868,0.120837155718644,0.0,1.6578249336870026E-4,0.02232212666145426,1.255997387525434E-5,0.00220757415583608,0.03279832519190509,0.002218963908512824,0.01765684870534505,0.025830979795785358,1.261877421227302E-5,0.004282598286960685,0.013973462164293024,0.0,0.0,0.0,0.0,3.221061447115539E-5,0.0066142868596167715,0.0,0.002032095496876379,0.028592304616954105,8.0,'yes'
0.9397344970423247,0.07466252538525864,2.911131106759117E-4,5.627233489580916E-4,0.01584117099476776,5.33356089859834E-4,0.0,0.0,0.0,9.419980406440756E-5,9.483241091971891E-4,0.0,0.0026815747586974763,0.03183806169446918,0.0024331957419074517,0.0,0.008884396446241422,0.0010400416016640667,0.0,0.0,0.0,0.0,7.30107261346189E-4,8.017317405596087E-5,0.0,0.009196683620149098,0.00430814618746295,9.0,'yes'
0.8709322409550158,9.189233893570293E-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1676002913913939,4.197500155462969E-4,0.0,0.009840281643758282,0.007268645740604559,1.303497718878992E-4,0.0,2.1279991488003402E-4,1.6774864542968816E-5,0.02760644533494748,0.0034636958151316975,0.0012305168170631665,0.0016113306306768614,0.004595380997884836,0.0011625110238114328,1.7421283306742953E-4,0.004389326273252978,6.686242882942498E-4,10.0,'yes'
