@RELATION 'ALOI, without duplicates, with normalization'

@ATTRIBUTE 'att1' real
@ATTRIBUTE 'att2' real
@ATTRIBUTE 'att3' real
@ATTRIBUTE 'att4' real
@ATTRIBUTE 'att5' real
@ATTRIBUTE 'att6' real
@ATTRIBUTE 'att7' real
@ATTRIBUTE 'att8' real
@ATTRIBUTE 'att9' real
@ATTRIBUTE 'att10' real
@ATTRIBUTE 'att11' real
@ATTRIBUTE 'att12' real
@ATTRIBUTE 'att13' real
@ATTRIBUTE 'att14' real
@ATTRIBUTE 'att15' real
@ATTRIBUTE 'att16' real
@ATTRIBUTE 'att17' real
@ATTRIBUTE 'att18' real
@ATTRIBUTE 'att19' real
@ATTRIBUTE 'att20' real
@ATTRIBUTE 'att21' real
@ATTRIBUTE 'att22' real
@ATTRIBUTE 'att23' real
@ATTRIBUTE 'att24' real
@ATTRIBUTE 'att25' real
@ATTRIBUTE 'att26' real
@ATTRIBUTE 'att27' real
@ATTRIBUTE 'outlier' {'yes','no'}
@ATTRIBUTE 'id' real

@DATA
0.7849991593170593,1.8378467787140542E-5,0.0,9.282034621989139E-5,0.0,0.0,0.0,0.0,0.0,0.13981134919239374,3.109259374417008E-5,0.0,0.01953158691203341,0.014258621356968707,0.0,1.2618774212273017E-5,2.3939990424003797E-4,0.0,0.048171446522568544,0.0011890299066869968,0.0,0.11572843434084287,0.02344932733500115,2.004329351399029E-4,2.200583154535954E-4,0.03495204254627368,0.04691398872299655,'yes',1.0
0.9580881341424262,0.0,0.0,0.001670766231958045,0.0,0.0,0.0,0.0,0.0,0.019555879323770998,0.0,0.0,0.034672291178246356,0.0016100940511669306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022035202955816742,0.007515810043269579,0.0,0.0,0.0010334657098399877,0.0,'yes',2.0
0.9387677116610362,0.0,0.0,0.005145727943565227,0.0,0.0,0.0,0.0,0.0,0.018450601622748638,1.554629687208504E-5,0.0,0.042842469244219306,0.0022990285249835513,0.0,0.0,7.979996808001281E-5,0.0,0.0,0.0,0.0,0.035541643146713243,0.011982348583269808,0.0,0.001595422787038567,0.0195197287442811,0.0,'yes',3.0
0.9547750791006226,0.0,0.0,0.00142711282313083,0.0,0.0,0.0,0.0,0.0,0.024944108116255127,1.554629687208504E-5,0.0,0.04312474027145085,7.353794945233571E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019941499461179284,8.052653617788839E-4,0.0,0.0,3.4835922803595054E-5,0.0,'yes',4.0
0.933601332864589,0.0,0.0,0.0016823687752355312,0.0,0.0,0.0,0.0,0.0,0.037001683036499415,0.0,0.0,0.04818209617601181,7.044161473855327E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04675937804690334,0.0026627441296155165,0.0,3.392565696576263E-4,0.001358600989340205,0.0,'yes',5.0
0.9642174770340707,0.017799546051845628,7.939448472979412E-5,6.961525966491848E-4,0.00837800532853977,4.2668487188786504E-5,0.0,0.0,0.0,2.700394383179684E-4,0.0012281574528947212,0.0,8.311313579588689E-4,0.035971668537368974,6.300238974581799E-4,0.0,0.007501196999521201,5.032459362890654E-4,7.662071977504149E-6,0.0,0.0,0.0,8.80423462211584E-4,3.6077928325182345E-4,9.169096477233135E-6,0.011008151605936047,0.0036050567296690064,'yes',6.0
0.8984646072482153,0.13822445622708426,0.008839252633250411,1.8564069243978278E-4,0.024235226141944576,0.01158449427175557,0.0,0.0,0.0,3.139993468813595E-5,0.0013214352341272275,0.0,3.84202231509288E-4,0.024290745829624205,0.014338474907668906,0.0,0.013991594403362199,0.004076292083941429,0.0,0.0,0.0,0.0,2.3621117278847304E-4,9.219915016435499E-4,0.0,0.009243131517220534,0.024559879785488778,'yes',7.0
0.6348531861883434,0.6643724212712384,0.1727094691155459,7.483640413978728E-4,0.01425223894969986,0.12083715571864312,0.0,1.6578249336870028E-4,0.022322126661454264,1.2559973875254326E-5,0.0022075741558360775,0.03279832519190514,0.0022189639085128283,0.01765684870534504,0.025830979795785344,1.2618774212273017E-5,0.004282598286960682,0.01397346216429305,0.0,0.0,0.0,0.0,3.221061447115545E-5,0.006614286859616778,0.0,0.0020320954968763793,0.028592304616954074,'yes',8.0
0.9397344970423244,0.07466252538525849,2.911131106759115E-4,5.6272334895809E-4,0.015841170994767777,5.333560898598318E-4,0.0,0.0,0.0,9.419980406440758E-5,9.483241091971877E-4,0.0,0.0026815747586974815,0.03183806169446917,0.002433195741907449,0.0,0.008884396446241425,0.0010400416016640704,0.0,0.0,0.0,0.0,7.301072613461885E-4,8.01731740559608E-5,0.0,0.009196683620149075,0.004308146187462946,'yes',9.0
0.8709322409550165,9.189233893570271E-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1676002913913939,4.197500155462966E-4,0.0,0.009840281643758286,0.007268645740604546,1.303497718878997E-4,0.0,2.127999148800336E-4,1.6774864542968827E-5,0.02760644533494748,0.0034636958151316906,0.0012305168170631685,0.0016113306306768632,0.004595380997884845,0.0011625110238114335,1.7421283306742993E-4,0.004389326273252976,6.686242882942479E-4,'yes',10.0
0.8592008926524306,0.0,0.0,1.7403814916229633E-5,0.0,0.0,0.0,0.0,0.0,0.14525609786731655,3.1092593744170085E-4,6.978367062107459E-4,0.010216643013400056,0.006146224406858388,2.1724961981316515E-5,0.0,2.659998936000423E-5,0.0,0.06210109337767133,0.0072117248688189734,0.001435602953240354,0.003448452814696981,0.015525516175096926,0.0034474464844063196,8.252186829509817E-5,0.007733574862398117,0.004535616306161003,'yes',11.0
